Year,ZIP_CODE,Strata_Name,Count,Annotation_Code,Annotation_Desc
2011,90065,Total Population,222.0,,
2016,90065,Total Population,265.0,,
2019,90065,Total Population,218.0,,
2014,90065,Total Population,225.0,,
2017,90065,Total Population,263.0,,
2013,90065,Total Population,229.0,,
2022,90065,Total Population,307.0,,
2012,90065,Total Population,239.0,,
2021,90066,Total Population,378.0,,
2012,90066,Total Population,367.0,,
2015,90066,Total Population,354.0,,
2017,90066,Total Population,358.0,,
2014,90066,Total Population,306.0,,
2011,90066,Total Population,339.0,,
2016,90066,Total Population,343.0,,
2022,90066,Total Population,349.0,,
2013,90066,Total Population,325.0,,
2018,90066,Total Population,346.0,,
2019,90066,Total Population,365.0,,
2020,90066,Total Population,383.0,,
2021,90067,Total Population,55.0,,
2018,90067,Total Population,55.0,,
2012,90067,Total Population,43.0,,
2015,90067,Total Population,41.0,,
2019,90067,Total Population,48.0,,
2017,90067,Total Population,48.0,,
2016,90067,Total Population,51.0,,
2020,90067,Total Population,54.0,,
2014,90067,Total Population,44.0,,
2013,90067,Total Population,49.0,,
2022,90067,Total Population,55.0,,
2011,90067,Total Population,52.0,,
2011,90068,Total Population,128.0,,
2016,90068,Total Population,142.0,,
2012,90068,Total Population,137.0,,
2013,90068,Total Population,127.0,,
2018,90068,Total Population,145.0,,
2021,90068,Total Population,128.0,,
2022,90068,Total Population,142.0,,
2015,90068,Total Population,130.0,,
2014,90068,Total Population,124.0,,
2019,90068,Total Population,135.0,,
2020,90068,Total Population,155.0,,
2017,90068,Total Population,117.0,,
2011,90069,Total Population,143.0,,
2019,90069,Total Population,146.0,,
2017,90069,Total Population,141.0,,
2014,90069,Total Population,120.0,,
2013,90069,Total Population,158.0,,
2015,90069,Total Population,126.0,,
2018,90069,Total Population,136.0,,
2012,90069,Total Population,127.0,,
2020,90069,Total Population,141.0,,
2021,90069,Total Population,168.0,,
2022,90069,Total Population,154.0,,
2016,90069,Total Population,141.0,,
2021,90070,Total Population,0.0,,
2018,90070,Total Population,,1.0,Cell suppressed for small numbers
2011,90070,Total Population,0.0,,
2013,90070,Total Population,0.0,,
2015,90070,Total Population,0.0,,
2022,90070,Total Population,0.0,,
2017,90070,Total Population,0.0,,
2014,90070,Total Population,0.0,,
2019,90070,Total Population,0.0,,
2012,90070,Total Population,0.0,,
2020,90070,Total Population,0.0,,
2016,90070,Total Population,0.0,,
2022,90071,Total Population,,1.0,Cell suppressed for small numbers
2013,90071,Total Population,0.0,,
2016,90071,Total Population,0.0,,
2015,90071,Total Population,,1.0,Cell suppressed for small numbers
2014,90071,Total Population,0.0,,
2017,90071,Total Population,0.0,,
2019,90071,Total Population,0.0,,
2020,90071,Total Population,,1.0,Cell suppressed for small numbers
2018,90071,Total Population,,1.0,Cell suppressed for small numbers
2012,90071,Total Population,0.0,,
2011,90071,Total Population,,1.0,Cell suppressed for small numbers
2021,90071,Total Population,,1.0,Cell suppressed for small numbers
2016,90072,Total Population,,1.0,Cell suppressed for small numbers
2021,90072,Total Population,0.0,,
2019,90072,Total Population,0.0,,
2015,90072,Total Population,0.0,,
2020,90072,Total Population,0.0,,
2014,90072,Total Population,0.0,,
2012,90072,Total Population,0.0,,
2011,90072,Total Population,0.0,,
2018,90072,Total Population,0.0,,
2013,90072,Total Population,0.0,,
2017,90072,Total Population,0.0,,
2022,90072,Total Population,0.0,,
2013,90073,Total Population,11.0,,
2012,90073,Total Population,16.0,,
2016,90073,Total Population,21.0,,
2011,90073,Total Population,18.0,,
2017,90073,Total Population,26.0,,
2018,90073,Total Population,17.0,,
2020,90073,Total Population,14.0,,
2019,90073,Total Population,19.0,,
2014,90073,Total Population,16.0,,
2015,90073,Total Population,25.0,,
2022,90073,Total Population,28.0,,
2021,90073,Total Population,36.0,,
2021,90074,Total Population,0.0,,
2014,90074,Total Population,0.0,,
2012,90074,Total Population,0.0,,
2020,90074,Total Population,,1.0,Cell suppressed for small numbers
2016,90074,Total Population,0.0,,
2013,90074,Total Population,0.0,,
2017,90074,Total Population,0.0,,
2018,90074,Total Population,0.0,,
2015,90074,Total Population,0.0,,
2019,90074,Total Population,,1.0,Cell suppressed for small numbers
2011,90074,Total Population,0.0,,
2022,90074,Total Population,,1.0,Cell suppressed for small numbers
2022,90075,Total Population,0.0,,
2017,90075,Total Population,0.0,,
2012,90075,Total Population,0.0,,
2019,90075,Total Population,0.0,,
2014,90075,Total Population,,1.0,Cell suppressed for small numbers
2015,90075,Total Population,0.0,,
2020,90075,Total Population,0.0,,
2016,90075,Total Population,0.0,,
2011,90075,Total Population,0.0,,
2021,90075,Total Population,,1.0,Cell suppressed for small numbers
2018,90075,Total Population,0.0,,
2013,90075,Total Population,0.0,,
2011,90076,Total Population,,1.0,Cell suppressed for small numbers
2019,90076,Total Population,0.0,,
2014,90076,Total Population,0.0,,
2013,90076,Total Population,0.0,,
2012,90076,Total Population,0.0,,
2015,90076,Total Population,0.0,,
2022,90076,Total Population,0.0,,
2018,90076,Total Population,,1.0,Cell suppressed for small numbers
2016,90076,Total Population,0.0,,
2021,90076,Total Population,0.0,,
2020,90076,Total Population,0.0,,
2017,90076,Total Population,0.0,,
2014,90077,Total Population,57.0,,
2019,90077,Total Population,72.0,,
2020,90077,Total Population,66.0,,
2011,90077,Total Population,75.0,,
2015,90077,Total Population,65.0,,
2017,90077,Total Population,59.0,,
2012,90077,Total Population,69.0,,
2018,90077,Total Population,57.0,,
2021,90077,Total Population,57.0,,
2016,90077,Total Population,60.0,,
2022,90077,Total Population,68.0,,
2013,90077,Total Population,69.0,,
2017,90078,Total Population,0.0,,
2020,90078,Total Population,0.0,,
2014,90078,Total Population,,1.0,Cell suppressed for small numbers
2016,90078,Total Population,0.0,,
2021,90078,Total Population,0.0,,
2018,90078,Total Population,,1.0,Cell suppressed for small numbers
2013,90078,Total Population,0.0,,
2019,90078,Total Population,0.0,,
2022,90078,Total Population,,1.0,Cell suppressed for small numbers
2015,90078,Total Population,0.0,,
2012,90078,Total Population,,1.0,Cell suppressed for small numbers
2011,90078,Total Population,,1.0,Cell suppressed for small numbers
2011,90079,Total Population,0.0,,
2022,90079,Total Population,0.0,,
2015,90079,Total Population,0.0,,
2017,90079,Total Population,0.0,,
2019,90079,Total Population,0.0,,
2014,90079,Total Population,0.0,,
2021,90079,Total Population,0.0,,
2013,90079,Total Population,0.0,,
2020,90079,Total Population,0.0,,
2016,90079,Total Population,,1.0,Cell suppressed for small numbers
2018,90079,Total Population,0.0,,
2012,90079,Total Population,0.0,,
2021,90080,Total Population,0.0,,
2015,90080,Total Population,0.0,,
2013,90080,Total Population,0.0,,
2011,90080,Total Population,0.0,,
2016,90080,Total Population,0.0,,
2020,90080,Total Population,0.0,,
2018,90080,Total Population,0.0,,
2012,90080,Total Population,,1.0,Cell suppressed for small numbers
2019,90080,Total Population,0.0,,
2022,90080,Total Population,0.0,,
2017,90080,Total Population,0.0,,
2014,90080,Total Population,0.0,,
2022,90081,Total Population,0.0,,
2011,90081,Total Population,,1.0,Cell suppressed for small numbers
2014,90081,Total Population,,1.0,Cell suppressed for small numbers
2013,90081,Total Population,0.0,,
2012,90081,Total Population,0.0,,
2015,90081,Total Population,0.0,,
2016,90081,Total Population,0.0,,
2018,90081,Total Population,,1.0,Cell suppressed for small numbers
2021,90081,Total Population,0.0,,
2020,90081,Total Population,0.0,,
2017,90081,Total Population,0.0,,
2019,90081,Total Population,0.0,,
2011,90082,Total Population,0.0,,
2020,90082,Total Population,,1.0,Cell suppressed for small numbers
2017,90082,Total Population,0.0,,
2014,90082,Total Population,0.0,,
2016,90082,Total Population,0.0,,
2012,90082,Total Population,,1.0,Cell suppressed for small numbers
2021,90082,Total Population,0.0,,
2022,90082,Total Population,,1.0,Cell suppressed for small numbers
2013,90082,Total Population,,1.0,Cell suppressed for small numbers
2019,90082,Total Population,0.0,,
2015,90082,Total Population,0.0,,
2018,90082,Total Population,,1.0,Cell suppressed for small numbers
2020,90083,Total Population,0.0,,
2022,90083,Total Population,,1.0,Cell suppressed for small numbers
2017,90083,Total Population,,1.0,Cell suppressed for small numbers
2013,90083,Total Population,0.0,,
2016,90083,Total Population,0.0,,
2019,90083,Total Population,0.0,,
2015,90083,Total Population,0.0,,
2014,90083,Total Population,0.0,,
2012,90083,Total Population,0.0,,
2018,90083,Total Population,,1.0,Cell suppressed for small numbers
2021,90083,Total Population,0.0,,
2011,90083,Total Population,0.0,,
2014,90084,Total Population,0.0,,
2017,90084,Total Population,0.0,,
2015,90084,Total Population,0.0,,
2012,90084,Total Population,0.0,,
2013,90084,Total Population,0.0,,
2011,90084,Total Population,0.0,,
2020,90084,Total Population,0.0,,
2022,90084,Total Population,0.0,,
2018,90084,Total Population,0.0,,
2016,90084,Total Population,0.0,,
2019,90084,Total Population,,1.0,Cell suppressed for small numbers
2021,90084,Total Population,,1.0,Cell suppressed for small numbers
2018,90086,Total Population,0.0,,
2012,90086,Total Population,0.0,,
2014,90086,Total Population,0.0,,
2022,90086,Total Population,0.0,,
2017,90086,Total Population,0.0,,
2020,90086,Total Population,0.0,,
2021,90086,Total Population,,1.0,Cell suppressed for small numbers
2019,90086,Total Population,0.0,,
2015,90086,Total Population,,1.0,Cell suppressed for small numbers
2016,90086,Total Population,0.0,,
2013,90086,Total Population,0.0,,
2011,90086,Total Population,,1.0,Cell suppressed for small numbers
2022,90087,Total Population,0.0,,
2014,90087,Total Population,0.0,,
2018,90087,Total Population,0.0,,
2019,90087,Total Population,0.0,,
2020,90087,Total Population,,1.0,Cell suppressed for small numbers
2011,90087,Total Population,0.0,,
2013,90087,Total Population,0.0,,
2015,90087,Total Population,0.0,,
2012,90087,Total Population,0.0,,
2021,90087,Total Population,0.0,,
2016,90087,Total Population,0.0,,
2017,90087,Total Population,0.0,,
2018,90088,Total Population,0.0,,
2020,90088,Total Population,0.0,,
2019,90088,Total Population,,1.0,Cell suppressed for small numbers
2015,90088,Total Population,0.0,,
2017,90088,Total Population,0.0,,
2013,90088,Total Population,0.0,,
2011,90088,Total Population,0.0,,
2021,90088,Total Population,0.0,,
2016,90088,Total Population,0.0,,
2012,90088,Total Population,0.0,,
2022,90088,Total Population,0.0,,
2014,90088,Total Population,,1.0,Cell suppressed for small numbers
2013,90089,Total Population,,1.0,Cell suppressed for small numbers
2022,90089,Total Population,0.0,,
2016,90089,Total Population,0.0,,
2012,90089,Total Population,,1.0,Cell suppressed for small numbers
2014,90089,Total Population,0.0,,
2019,90089,Total Population,0.0,,
2018,90089,Total Population,,1.0,Cell suppressed for small numbers
2011,90089,Total Population,0.0,,
2021,90089,Total Population,0.0,,
2020,90089,Total Population,0.0,,
2015,90089,Total Population,0.0,,
2017,90089,Total Population,0.0,,
2013,90090,Total Population,0.0,,
2022,90090,Total Population,0.0,,
2019,90090,Total Population,0.0,,
2018,90090,Total Population,0.0,,
2016,90090,Total Population,,1.0,Cell suppressed for small numbers
2020,90090,Total Population,,1.0,Cell suppressed for small numbers
2015,90090,Total Population,0.0,,
2021,90090,Total Population,0.0,,
2017,90090,Total Population,0.0,,
2011,90090,Total Population,0.0,,
2014,90090,Total Population,0.0,,
2012,90090,Total Population,0.0,,
2022,90091,Total Population,0.0,,
2013,90091,Total Population,0.0,,
2014,90091,Total Population,0.0,,
2019,90091,Total Population,0.0,,
2015,90091,Total Population,0.0,,
2012,90091,Total Population,0.0,,
2017,90091,Total Population,0.0,,
2018,90091,Total Population,0.0,,
2021,90091,Total Population,0.0,,
2011,90091,Total Population,0.0,,
2020,90091,Total Population,,1.0,Cell suppressed for small numbers
2016,90091,Total Population,,1.0,Cell suppressed for small numbers
2022,90093,Total Population,,1.0,Cell suppressed for small numbers
2011,90093,Total Population,0.0,,
2017,90093,Total Population,,1.0,Cell suppressed for small numbers
2014,90093,Total Population,0.0,,
2016,90093,Total Population,0.0,,
2013,90093,Total Population,0.0,,
2020,90093,Total Population,,1.0,Cell suppressed for small numbers
2015,90093,Total Population,,1.0,Cell suppressed for small numbers
2012,90093,Total Population,0.0,,
2021,90093,Total Population,0.0,,
2019,90093,Total Population,0.0,,
2018,90093,Total Population,,1.0,Cell suppressed for small numbers
2018,90094,Total Population,38.0,,
2014,90094,Total Population,22.0,,
2022,90094,Total Population,46.0,,
2015,90094,Total Population,20.0,,
2021,90094,Total Population,58.0,,
2013,90094,Total Population,21.0,,
2016,90094,Total Population,25.0,,
2011,90094,Total Population,27.0,,
2012,90094,Total Population,23.0,,
2020,90094,Total Population,52.0,,
2019,90094,Total Population,40.0,,
2017,90094,Total Population,36.0,,
2011,90095,Total Population,0.0,,
2021,90095,Total Population,,1.0,Cell suppressed for small numbers
2013,90095,Total Population,,1.0,Cell suppressed for small numbers
2014,90095,Total Population,0.0,,
2016,90095,Total Population,,1.0,Cell suppressed for small numbers
2012,90095,Total Population,,1.0,Cell suppressed for small numbers
2020,90095,Total Population,,1.0,Cell suppressed for small numbers
2019,90095,Total Population,,1.0,Cell suppressed for small numbers
2018,90095,Total Population,,1.0,Cell suppressed for small numbers
2017,90095,Total Population,,1.0,Cell suppressed for small numbers
2022,90095,Total Population,0.0,,
2015,90095,Total Population,,1.0,Cell suppressed for small numbers
2011,90096,Total Population,0.0,,
2018,90096,Total Population,0.0,,
2013,90096,Total Population,0.0,,
2022,90096,Total Population,,1.0,Cell suppressed for small numbers
2015,90096,Total Population,,1.0,Cell suppressed for small numbers
2016,90096,Total Population,0.0,,
2012,90096,Total Population,0.0,,
2014,90096,Total Population,0.0,,
2019,90096,Total Population,,1.0,Cell suppressed for small numbers
2021,90096,Total Population,0.0,,
2017,90096,Total Population,0.0,,
2020,90096,Total Population,0.0,,
2014,90099,Total Population,0.0,,
2018,90099,Total Population,0.0,,
2015,90099,Total Population,0.0,,
2016,90099,Total Population,0.0,,
2017,90099,Total Population,0.0,,
2019,90099,Total Population,0.0,,
2013,90099,Total Population,0.0,,
2022,90099,Total Population,0.0,,
2011,90099,Total Population,0.0,,
2020,90099,Total Population,0.0,,
2012,90099,Total Population,0.0,,
2021,90099,Total Population,0.0,,
2012,90101,Total Population,0.0,,
2013,90101,Total Population,0.0,,
2020,90101,Total Population,0.0,,
2017,90101,Total Population,0.0,,
2015,90101,Total Population,0.0,,
2022,90101,Total Population,0.0,,
2021,90101,Total Population,0.0,,
2018,90101,Total Population,0.0,,
2016,90101,Total Population,0.0,,
2019,90101,Total Population,0.0,,
2011,90101,Total Population,0.0,,
